"ID"	"CellType"	"Sample"
"c36085"	"Epithelial_cell"	"sample1"
"c36086"	"Fibroblast"	"sample1"
"c36087"	"Fibroblast"	"sample1"
"c36088"	"Plasma_cell"	"sample1"
"c36089"	"Epithelial_cell"	"sample1"
"c36090"	"Epithelial_cell"	"sample1"
"c36091"	"CD8+_T_cell"	"sample1"
"c36092"	"Myeloid_cell"	"sample1"
"c36093"	"Plasma_cell"	"sample1"
"c36094"	"Mast_cell"	"sample1"
"c36095"	"Fibroblast"	"sample1"
"c36096"	"CD8+_T_cell"	"sample1"
"c36097"	"Epithelial_cell"	"sample1"
"c36098"	"Epithelial_cell"	"sample1"
"c36099"	"CD8+_T_cell"	"sample1"
"c36100"	"CD4+_T_cell"	"sample1"
"c36101"	"Plasma_cell"	"sample1"
"c36102"	"CD4+_T_cell"	"sample1"
"c36103"	"CD4+_T_cell"	"sample1"
"c36104"	"CD4+_T_cell"	"sample1"
"c36105"	"Epithelial_cell"	"sample1"
"c36106"	"Fibroblast"	"sample1"
"c36107"	"CD4+_T_cell"	"sample1"
"c36108"	"Plasma_cell"	"sample1"
"c36109"	"CD8+_T_cell"	"sample1"
"c36110"	"CD8+_T_cell"	"sample1"
"c36111"	"CD8+_T_cell"	"sample1"
"c36112"	"Plasma_cell"	"sample1"
"c36113"	"Mast_cell"	"sample1"
"c36114"	"Fibroblast"	"sample1"
"c36115"	"Endothelial_cell"	"sample1"
"c36116"	"B_cell"	"sample1"
"c36117"	"Epithelial_cell"	"sample1"
"c36118"	"CD4+_T_cell"	"sample1"
"c36119"	"CD8+_T_cell"	"sample1"
"c36120"	"Mast_cell"	"sample1"
"c36121"	"Mast_cell"	"sample1"
"c36122"	"Mast_cell"	"sample1"
"c36123"	"Plasma_cell"	"sample1"
"c36124"	"Plasma_cell"	"sample1"
"c36125"	"Plasma_cell"	"sample1"
"c36126"	"Plasma_cell"	"sample1"
"c36127"	"CD4+_T_cell"	"sample1"
"c36128"	"Plasma_cell"	"sample1"
"c36129"	"Plasma_cell"	"sample1"
"c36130"	"Epithelial_cell"	"sample1"
"c36131"	"Epithelial_cell"	"sample1"
"c36132"	"Mast_cell"	"sample1"
"c36133"	"Epithelial_cell"	"sample1"
"c36134"	"CD8+_T_cell"	"sample1"
"c36135"	"Endothelial_cell"	"sample1"
"c36136"	"CD8+_T_cell"	"sample1"
"c36137"	"Plasma_cell"	"sample1"
"c36138"	"Fibroblast"	"sample1"
"c36139"	"Macrophage"	"sample1"
"c36140"	"Fibroblast"	"sample1"
"c36141"	"Epithelial_cell"	"sample1"
"c36142"	"B_cell"	"sample1"
"c36143"	"Plasma_cell"	"sample1"
"c36144"	"Endothelial_cell"	"sample1"
"c36145"	"Plasma_cell"	"sample1"
"c36146"	"Plasma_cell"	"sample1"
"c36147"	"Fibroblast"	"sample1"
"c36148"	"Plasma_cell"	"sample1"
"c36149"	"Plasma_cell"	"sample1"
"c36150"	"CD8+_T_cell"	"sample1"
"c36151"	"CD8+_T_cell"	"sample1"
"c36152"	"CD8+_T_cell"	"sample1"
"c36153"	"B_cell"	"sample1"
"c36154"	"Plasma_cell"	"sample1"
"c36155"	"NK_cell"	"sample1"
"c36156"	"Fibroblast"	"sample1"
"c36157"	"Epithelial_cell"	"sample1"
"c36158"	"Plasma_cell"	"sample1"
"c36159"	"CD4+_T_cell"	"sample1"
"c36160"	"Mast_cell"	"sample1"
"c36161"	"CD4+_T_cell"	"sample1"
"c36162"	"Epithelial_cell"	"sample1"
"c36163"	"CD8+_T_cell"	"sample1"
"c36164"	"Plasma_cell"	"sample1"
"c36165"	"Endothelial_cell"	"sample1"
"c36166"	"Plasma_cell"	"sample1"
"c36167"	"CD4+_T_cell"	"sample1"
"c36168"	"CD8+_T_cell"	"sample1"
"c36169"	"CD8+_T_cell"	"sample1"
"c36170"	"Plasma_cell"	"sample1"
"c36171"	"CD8+_T_cell"	"sample1"
"c36172"	"Plasma_cell"	"sample1"
"c36173"	"Epithelial_cell"	"sample1"
"c36174"	"Plasma_cell"	"sample1"
"c36175"	"Epithelial_cell"	"sample1"
"c36176"	"Mast_cell"	"sample1"
"c36177"	"B_cell"	"sample1"
"c36178"	"Macrophage"	"sample1"
"c36179"	"Plasma_cell"	"sample1"
"c36180"	"Epithelial_cell"	"sample1"
"c36181"	"B_cell"	"sample1"
"c36182"	"Mast_cell"	"sample1"
"c36183"	"Epithelial_cell"	"sample1"
"c36184"	"B_cell"	"sample1"
"c36185"	"Fibroblast"	"sample1"
"c36186"	"Epithelial_cell"	"sample1"
"c36187"	"B_cell"	"sample1"
"c36188"	"CD4+_T_cell"	"sample1"
"c36189"	"Mast_cell"	"sample1"
"c36190"	"Epithelial_cell"	"sample1"
"c36191"	"Epithelial_cell"	"sample1"
"c36192"	"CD8+_T_cell"	"sample1"
"c36193"	"B_cell"	"sample1"
"c36194"	"Plasma_cell"	"sample1"
"c36195"	"Fibroblast"	"sample1"
"c36196"	"CD4+_T_cell"	"sample1"
"c36197"	"Epithelial_cell"	"sample1"
"c36198"	"CD8+_T_cell"	"sample1"
"c36199"	"Plasma_cell"	"sample1"
"c36200"	"Mast_cell"	"sample1"
"c36201"	"B_cell"	"sample1"
"c36202"	"Plasma_cell"	"sample1"
"c36203"	"Plasma_cell"	"sample1"
"c36204"	"Plasma_cell"	"sample1"
"c36205"	"Fibroblast"	"sample1"
"c36206"	"Plasma_cell"	"sample1"
"c36207"	"Epithelial_cell"	"sample1"
"c36208"	"Endothelial_cell"	"sample1"
"c36209"	"Plasma_cell"	"sample1"
"c36210"	"CD8+_T_cell"	"sample1"
"c36211"	"Plasma_cell"	"sample1"
"c36212"	"Epithelial_cell"	"sample1"
"c36213"	"CD8+_T_cell"	"sample1"
"c36214"	"Epithelial_cell"	"sample1"
"c36215"	"Mast_cell"	"sample1"
"c36216"	"Mast_cell"	"sample1"
"c36217"	"Epithelial_cell"	"sample1"
"c36218"	"Epithelial_cell"	"sample1"
"c36219"	"Plasma_cell"	"sample1"
"c36220"	"Epithelial_cell"	"sample1"
"c36221"	"Endothelial_cell"	"sample1"
"c36222"	"Epithelial_cell"	"sample1"
"c36223"	"Plasma_cell"	"sample1"
"c36224"	"Mast_cell"	"sample1"
"c36225"	"B_cell"	"sample1"
"c36226"	"CD4+_T_cell"	"sample1"
"c36227"	"Epithelial_cell"	"sample1"
"c36228"	"Epithelial_cell"	"sample1"
"c36229"	"Macrophage"	"sample1"
"c36230"	"B_cell"	"sample1"
"c36231"	"CD8+_T_cell"	"sample1"
"c36232"	"Fibroblast"	"sample1"
"c36233"	"CD4+_T_cell"	"sample1"
"c36234"	"Macrophage"	"sample1"
"c36235"	"Plasma_cell"	"sample1"
"c36236"	"Plasma_cell"	"sample1"
"c36237"	"NK_cell"	"sample1"
"c36238"	"Epithelial_cell"	"sample1"
"c36239"	"Endothelial_cell"	"sample1"
"c36240"	"Mast_cell"	"sample1"
"c36241"	"Fibroblast"	"sample1"
"c36242"	"Plasma_cell"	"sample1"
"c36243"	"Plasma_cell"	"sample1"
"c36244"	"Epithelial_cell"	"sample1"
"c36245"	"Plasma_cell"	"sample1"
"c36246"	"NK_cell"	"sample1"
"c36247"	"Mast_cell"	"sample1"
"c36248"	"Plasma_cell"	"sample1"
"c36249"	"Plasma_cell"	"sample1"
"c36250"	"Plasma_cell"	"sample1"
"c36251"	"Plasma_cell"	"sample1"
"c36252"	"Epithelial_cell"	"sample1"
"c36253"	"CD8+_T_cell"	"sample1"
"c36254"	"Plasma_cell"	"sample1"
"c36255"	"Epithelial_cell"	"sample1"
"c36256"	"Plasma_cell"	"sample1"
"c36257"	"Epithelial_cell"	"sample1"
"c36258"	"Plasma_cell"	"sample1"
"c36259"	"Plasma_cell"	"sample1"
"c36260"	"Plasma_cell"	"sample1"
"c36261"	"Plasma_cell"	"sample1"
"c36262"	"Plasma_cell"	"sample1"
"c36263"	"Plasma_cell"	"sample1"
"c36264"	"CD8+_T_cell"	"sample1"
"c36265"	"Mast_cell"	"sample1"
"c36266"	"NK_cell"	"sample1"
"c36267"	"Plasma_cell"	"sample1"
"c36268"	"Plasma_cell"	"sample1"
"c36269"	"Endothelial_cell"	"sample1"
"c36270"	"CD8+_T_cell"	"sample1"
"c36271"	"Plasma_cell"	"sample1"
"c36272"	"Plasma_cell"	"sample1"
"c36273"	"Fibroblast"	"sample1"
"c36274"	"Epithelial_cell"	"sample1"
"c36275"	"Plasma_cell"	"sample1"
"c36276"	"Epithelial_cell"	"sample1"
"c36277"	"NK_cell"	"sample1"
"c36278"	"Plasma_cell"	"sample1"
"c36279"	"Mast_cell"	"sample1"
"c36280"	"Mast_cell"	"sample1"
"c36281"	"Plasma_cell"	"sample1"
"c36282"	"B_cell"	"sample1"
"c36283"	"Plasma_cell"	"sample1"
"c36284"	"Epithelial_cell"	"sample1"
"c36285"	"B_cell"	"sample1"
"c36286"	"CD8+_T_cell"	"sample1"
"c36287"	"Epithelial_cell"	"sample1"
"c36288"	"Epithelial_cell"	"sample1"
"c36289"	"Plasma_cell"	"sample1"
"c36290"	"Epithelial_cell"	"sample1"
"c36291"	"Epithelial_cell"	"sample1"
"c36292"	"CD4+_T_cell"	"sample1"
"c36293"	"Mast_cell"	"sample1"
"c36294"	"Macrophage"	"sample1"
"c36295"	"B_cell"	"sample1"
"c36296"	"CD8+_T_cell"	"sample1"
"c36297"	"Epithelial_cell"	"sample1"
"c36298"	"CD8+_T_cell"	"sample1"
"c36299"	"Mast_cell"	"sample1"
"c36300"	"Epithelial_cell"	"sample1"
"c36301"	"B_cell"	"sample1"
"c36302"	"Plasma_cell"	"sample1"
"c36303"	"Plasma_cell"	"sample1"
"c36304"	"Endothelial_cell"	"sample1"
"c36305"	"B_cell"	"sample1"
"c36306"	"Epithelial_cell"	"sample1"
"c36307"	"CD4+_T_cell"	"sample1"
"c36308"	"Epithelial_cell"	"sample1"
"c36309"	"B_cell"	"sample1"
"c36310"	"Epithelial_cell"	"sample1"
"c36311"	"Fibroblast"	"sample1"
"c36312"	"Plasma_cell"	"sample1"
"c36313"	"Endothelial_cell"	"sample1"
"c36314"	"CD4+_T_cell"	"sample1"
"c36315"	"Plasma_cell"	"sample1"
"c36316"	"Epithelial_cell"	"sample1"
"c36317"	"Epithelial_cell"	"sample1"
"c36318"	"Mast_cell"	"sample1"
"c36319"	"Epithelial_cell"	"sample1"
"c36320"	"Endothelial_cell"	"sample1"
"c36321"	"Plasma_cell"	"sample1"
"c36322"	"Epithelial_cell"	"sample1"
"c36323"	"Plasma_cell"	"sample1"
"c36324"	"CD4+_T_cell"	"sample1"
"c36325"	"CD4+_T_cell"	"sample1"
"c36326"	"Epithelial_cell"	"sample1"
"c36327"	"CD4+_T_cell"	"sample1"
"c36328"	"Epithelial_cell"	"sample1"
"c36329"	"Plasma_cell"	"sample1"
"c36330"	"Endothelial_cell"	"sample1"
"c36331"	"Epithelial_cell"	"sample1"
"c36332"	"CD4+_T_cell"	"sample1"
"c36333"	"Plasma_cell"	"sample1"
"c36334"	"CD8+_T_cell"	"sample1"
"c36335"	"CD8+_T_cell"	"sample1"
"c36336"	"CD8+_T_cell"	"sample1"
"c36337"	"Epithelial_cell"	"sample1"
"c36338"	"Mast_cell"	"sample1"
"c36339"	"Fibroblast"	"sample1"
"c36340"	"Plasma_cell"	"sample1"
"c36341"	"Macrophage"	"sample1"
"c36342"	"CD8+_T_cell"	"sample1"
"c36343"	"Epithelial_cell"	"sample1"
"c36344"	"Epithelial_cell"	"sample1"
"c36345"	"Fibroblast"	"sample1"
"c36346"	"CD4+_T_cell"	"sample1"
"c36347"	"Fibroblast"	"sample1"
"c36348"	"CD4+_T_cell"	"sample1"
"c36349"	"NK_cell"	"sample1"
"c36350"	"Epithelial_cell"	"sample1"
"c36351"	"Myeloid_cell"	"sample1"
"c36352"	"Epithelial_cell"	"sample1"
"c36353"	"Plasma_cell"	"sample1"
"c36354"	"Epithelial_cell"	"sample1"
"c36355"	"Plasma_cell"	"sample1"
"c36356"	"Epithelial_cell"	"sample1"
"c36357"	"CD8+_T_cell"	"sample1"
"c36358"	"B_cell"	"sample1"
"c36359"	"CD8+_T_cell"	"sample1"
"c36360"	"Plasma_cell"	"sample1"
"c36361"	"Epithelial_cell"	"sample1"
"c36362"	"Fibroblast"	"sample1"
"c36363"	"CD8+_T_cell"	"sample1"
"c36364"	"Plasma_cell"	"sample1"
"c36365"	"Plasma_cell"	"sample1"
"c36366"	"Mast_cell"	"sample1"
"c36367"	"Fibroblast"	"sample1"
"c36368"	"Fibroblast"	"sample1"
"c36369"	"CD8+_T_cell"	"sample1"
"c36370"	"Epithelial_cell"	"sample1"
"c36371"	"CD4+_T_cell"	"sample1"
"c36372"	"Fibroblast"	"sample1"
"c36373"	"NK_cell"	"sample1"
"c36374"	"CD4+_T_cell"	"sample1"
"c36375"	"CD8+_T_cell"	"sample1"
"c36376"	"Fibroblast"	"sample1"
"c36377"	"Epithelial_cell"	"sample1"
"c36378"	"Epithelial_cell"	"sample1"
"c36379"	"Plasma_cell"	"sample1"
"c36380"	"Fibroblast"	"sample1"
"c36381"	"Epithelial_cell"	"sample1"
"c36382"	"Macrophage"	"sample1"
"c36383"	"Plasma_cell"	"sample1"
"c36384"	"CD8+_T_cell"	"sample1"
"c36385"	"CD4+_T_cell"	"sample1"
"c36386"	"Mast_cell"	"sample1"
"c36387"	"Plasma_cell"	"sample1"
"c36388"	"B_cell"	"sample1"
"c36389"	"Fibroblast"	"sample1"
"c36390"	"Plasma_cell"	"sample1"
"c36391"	"Epithelial_cell"	"sample1"
"c36392"	"Epithelial_cell"	"sample1"
"c36393"	"CD4+_T_cell"	"sample1"
"c36394"	"Plasma_cell"	"sample1"
"c36395"	"Plasma_cell"	"sample1"
"c36396"	"Fibroblast"	"sample1"
"c36397"	"Epithelial_cell"	"sample1"
"c36398"	"Plasma_cell"	"sample1"
"c36399"	"Mast_cell"	"sample1"
"c36400"	"CD8+_T_cell"	"sample1"
"c36401"	"Plasma_cell"	"sample1"
"c36402"	"CD8+_T_cell"	"sample1"
"c36403"	"Epithelial_cell"	"sample1"
"c36404"	"Plasma_cell"	"sample1"
"c36405"	"Epithelial_cell"	"sample1"
"c36406"	"Endothelial_cell"	"sample1"
"c36407"	"Epithelial_cell"	"sample1"
"c36408"	"Mast_cell"	"sample1"
"c36409"	"CD4+_T_cell"	"sample1"
"c36410"	"Plasma_cell"	"sample1"
"c36411"	"Plasma_cell"	"sample1"
"c36412"	"Fibroblast"	"sample1"
"c36413"	"Epithelial_cell"	"sample1"
"c36414"	"Epithelial_cell"	"sample1"
"c36415"	"Plasma_cell"	"sample1"
"c36416"	"Epithelial_cell"	"sample1"
"c36417"	"Plasma_cell"	"sample1"
"c36418"	"B_cell"	"sample1"
"c36419"	"B_cell"	"sample1"
"c36420"	"Plasma_cell"	"sample1"
"c36421"	"Epithelial_cell"	"sample1"
"c36422"	"CD4+_T_cell"	"sample1"
"c36423"	"Epithelial_cell"	"sample1"
"c36424"	"Macrophage"	"sample1"
"c36425"	"NK_cell"	"sample1"
"c36426"	"Mast_cell"	"sample1"
"c36427"	"Epithelial_cell"	"sample1"
"c36428"	"Endothelial_cell"	"sample1"
"c36429"	"CD4+_T_cell"	"sample1"
"c36430"	"CD4+_T_cell"	"sample1"
"c36431"	"Plasma_cell"	"sample1"
"c36432"	"Epithelial_cell"	"sample1"
"c36433"	"CD8+_T_cell"	"sample1"
"c36434"	"Mast_cell"	"sample1"
"c36435"	"Plasma_cell"	"sample1"
"c36436"	"Epithelial_cell"	"sample1"
"c36437"	"Plasma_cell"	"sample1"
"c36438"	"Mast_cell"	"sample1"
"c36439"	"Fibroblast"	"sample1"
"c36440"	"Mast_cell"	"sample1"
"c36441"	"Endothelial_cell"	"sample1"
"c36442"	"CD8+_T_cell"	"sample1"
"c36443"	"Plasma_cell"	"sample1"
"c36444"	"Epithelial_cell"	"sample1"
"c36445"	"Endothelial_cell"	"sample1"
"c36446"	"CD8+_T_cell"	"sample1"
"c36447"	"Plasma_cell"	"sample1"
"c36448"	"Epithelial_cell"	"sample1"
"c36449"	"Plasma_cell"	"sample1"
"c36450"	"Epithelial_cell"	"sample1"
"c36451"	"B_cell"	"sample1"
"c36452"	"Plasma_cell"	"sample1"
"c36453"	"Plasma_cell"	"sample1"
"c36454"	"Epithelial_cell"	"sample1"
"c36455"	"Plasma_cell"	"sample1"
"c36456"	"Mast_cell"	"sample1"
"c36457"	"Fibroblast"	"sample1"
"c36458"	"Epithelial_cell"	"sample1"
"c36459"	"Epithelial_cell"	"sample1"
"c36460"	"Epithelial_cell"	"sample1"
"c36461"	"Mast_cell"	"sample1"
"c36462"	"Plasma_cell"	"sample1"
"c36463"	"CD4+_T_cell"	"sample1"
"c36464"	"Epithelial_cell"	"sample1"
"c36465"	"Plasma_cell"	"sample1"
"c36466"	"Epithelial_cell"	"sample1"
"c36467"	"Epithelial_cell"	"sample1"
"c36468"	"Epithelial_cell"	"sample1"
"c36469"	"B_cell"	"sample1"
"c36470"	"Plasma_cell"	"sample1"
"c36471"	"Fibroblast"	"sample1"
"c36472"	"Mast_cell"	"sample1"
"c36473"	"CD4+_T_cell"	"sample1"
"c36474"	"Plasma_cell"	"sample1"
"c36475"	"CD8+_T_cell"	"sample1"
"c36476"	"Plasma_cell"	"sample1"
"c36477"	"CD4+_T_cell"	"sample1"
"c36478"	"CD4+_T_cell"	"sample1"
"c36479"	"Fibroblast"	"sample1"
"c36480"	"Plasma_cell"	"sample1"
"c36481"	"Fibroblast"	"sample1"
"c36482"	"Epithelial_cell"	"sample1"
"c36483"	"Plasma_cell"	"sample1"
"c36484"	"CD4+_T_cell"	"sample1"
"c36485"	"B_cell"	"sample1"
"c36486"	"Fibroblast"	"sample1"
"c36487"	"Epithelial_cell"	"sample1"
"c36488"	"Epithelial_cell"	"sample1"
"c36489"	"Endothelial_cell"	"sample1"
"c36490"	"Fibroblast"	"sample1"
"c36491"	"CD8+_T_cell"	"sample1"
"c36492"	"Epithelial_cell"	"sample1"
"c36493"	"Plasma_cell"	"sample1"
"c36494"	"Plasma_cell"	"sample1"
"c36495"	"Epithelial_cell"	"sample1"
"c36496"	"Plasma_cell"	"sample1"
"c36497"	"Epithelial_cell"	"sample1"
"c36498"	"Fibroblast"	"sample1"
"c36499"	"CD8+_T_cell"	"sample1"
"c36500"	"CD4+_T_cell"	"sample1"
"c36501"	"CD4+_T_cell"	"sample1"
"c36502"	"B_cell"	"sample1"
"c36503"	"CD4+_T_cell"	"sample1"
"c36504"	"Plasma_cell"	"sample1"
"c36505"	"Epithelial_cell"	"sample1"
"c36506"	"Fibroblast"	"sample1"
"c36507"	"Plasma_cell"	"sample1"
"c36508"	"Endothelial_cell"	"sample1"
"c36509"	"Plasma_cell"	"sample1"
"c36510"	"B_cell"	"sample1"
"c36511"	"Plasma_cell"	"sample1"
"c36512"	"Plasma_cell"	"sample1"
"c36513"	"Epithelial_cell"	"sample1"
"c36514"	"Epithelial_cell"	"sample1"
"c36515"	"Fibroblast"	"sample1"
"c36516"	"Mast_cell"	"sample1"
"c36517"	"Fibroblast"	"sample1"
"c36518"	"Plasma_cell"	"sample1"
"c36519"	"Epithelial_cell"	"sample1"
"c36520"	"Epithelial_cell"	"sample1"
"c36521"	"CD8+_T_cell"	"sample1"
"c36522"	"CD8+_T_cell"	"sample1"
"c36523"	"B_cell"	"sample1"
"c36524"	"Plasma_cell"	"sample1"
"c36525"	"Mast_cell"	"sample1"
"c36526"	"Epithelial_cell"	"sample1"
"c36527"	"Endothelial_cell"	"sample1"
"c36528"	"CD8+_T_cell"	"sample1"
"c36529"	"CD4+_T_cell"	"sample1"
"c36530"	"Epithelial_cell"	"sample1"
"c36531"	"Epithelial_cell"	"sample1"
"c36532"	"Epithelial_cell"	"sample1"
"c36533"	"Epithelial_cell"	"sample1"
"c36534"	"Epithelial_cell"	"sample1"
"c36535"	"CD8+_T_cell"	"sample1"
"c36536"	"CD8+_T_cell"	"sample1"
"c36537"	"CD4+_T_cell"	"sample1"
"c36538"	"Epithelial_cell"	"sample1"
"c36539"	"CD4+_T_cell"	"sample1"
"c36540"	"Endothelial_cell"	"sample1"
"c36541"	"CD8+_T_cell"	"sample1"
"c36542"	"Plasma_cell"	"sample1"
"c36543"	"Epithelial_cell"	"sample1"
"c36544"	"NK_cell"	"sample1"
"c36545"	"CD4+_T_cell"	"sample1"
"c36546"	"Fibroblast"	"sample1"
"c36547"	"Epithelial_cell"	"sample1"
"c36548"	"CD8+_T_cell"	"sample1"
"c36549"	"Epithelial_cell"	"sample1"
"c36550"	"Macrophage"	"sample1"
"c36551"	"NK_cell"	"sample1"
"c36552"	"CD8+_T_cell"	"sample1"
"c36553"	"Plasma_cell"	"sample1"
"c36554"	"Plasma_cell"	"sample1"
"c36555"	"Plasma_cell"	"sample1"
"c36556"	"Endothelial_cell"	"sample1"
"c36557"	"CD8+_T_cell"	"sample1"
"c36558"	"NK_cell"	"sample1"
"c36559"	"Plasma_cell"	"sample1"
"c36560"	"Epithelial_cell"	"sample1"
"c36561"	"Plasma_cell"	"sample1"
"c36562"	"Epithelial_cell"	"sample1"
"c36563"	"NK_cell"	"sample1"
"c36564"	"Fibroblast"	"sample1"
"c36565"	"CD8+_T_cell"	"sample1"
"c36566"	"CD8+_T_cell"	"sample1"
"c36567"	"Epithelial_cell"	"sample1"
"c36568"	"CD8+_T_cell"	"sample1"
"c36569"	"CD8+_T_cell"	"sample1"
"c36570"	"Epithelial_cell"	"sample1"
"c36571"	"Epithelial_cell"	"sample1"
"c36572"	"CD8+_T_cell"	"sample1"
"c36573"	"CD4+_T_cell"	"sample1"
"c36574"	"Mast_cell"	"sample1"
"c36575"	"B_cell"	"sample1"
"c36576"	"Epithelial_cell"	"sample1"
"c36577"	"CD4+_T_cell"	"sample1"
"c36578"	"Plasma_cell"	"sample1"
"c36579"	"CD4+_T_cell"	"sample1"
"c36580"	"Epithelial_cell"	"sample1"
"c36581"	"Epithelial_cell"	"sample1"
"c36582"	"CD8+_T_cell"	"sample1"
"c36583"	"Endothelial_cell"	"sample1"
"c36584"	"Epithelial_cell"	"sample1"
"c36585"	"CD4+_T_cell"	"sample1"
"c36586"	"CD4+_T_cell"	"sample1"
"c36587"	"Epithelial_cell"	"sample1"
"c36588"	"Plasma_cell"	"sample1"
"c36589"	"Plasma_cell"	"sample1"
"c36590"	"Mast_cell"	"sample1"
"c36591"	"Epithelial_cell"	"sample1"
"c36592"	"Epithelial_cell"	"sample1"
"c36593"	"Mast_cell"	"sample1"
"c36594"	"Fibroblast"	"sample1"
"c36595"	"Mast_cell"	"sample1"
"c36596"	"Epithelial_cell"	"sample1"
"c36597"	"Plasma_cell"	"sample1"
"c36598"	"B_cell"	"sample1"
"c36599"	"B_cell"	"sample1"
"c36600"	"Plasma_cell"	"sample1"
"c36601"	"CD4+_T_cell"	"sample1"
"c36602"	"CD8+_T_cell"	"sample1"
"c36603"	"Myeloid_cell"	"sample1"
"c36604"	"Plasma_cell"	"sample1"
"c36605"	"CD4+_T_cell"	"sample1"
"c36606"	"Plasma_cell"	"sample1"
"c36607"	"B_cell"	"sample1"
"c36608"	"CD8+_T_cell"	"sample1"
"c36609"	"Epithelial_cell"	"sample1"
"c36610"	"Fibroblast"	"sample1"
"c36611"	"CD8+_T_cell"	"sample1"
"c36612"	"B_cell"	"sample1"
"c36613"	"Plasma_cell"	"sample1"
"c36614"	"Plasma_cell"	"sample1"
"c36615"	"Plasma_cell"	"sample1"
"c36616"	"Plasma_cell"	"sample1"
"c36617"	"Plasma_cell"	"sample1"
"c36618"	"NK_cell"	"sample1"
"c36619"	"Epithelial_cell"	"sample1"
"c36620"	"Plasma_cell"	"sample1"
"c36621"	"Fibroblast"	"sample1"
"c36622"	"Epithelial_cell"	"sample1"
"c36623"	"Epithelial_cell"	"sample1"
"c36624"	"Endothelial_cell"	"sample1"
"c36625"	"Epithelial_cell"	"sample1"
"c36626"	"Epithelial_cell"	"sample1"
"c36627"	"Plasma_cell"	"sample1"
"c36628"	"CD8+_T_cell"	"sample1"
"c36629"	"Epithelial_cell"	"sample1"
"c36630"	"Epithelial_cell"	"sample1"
"c36631"	"CD8+_T_cell"	"sample1"
"c36632"	"NK_cell"	"sample1"
"c36633"	"Fibroblast"	"sample1"
"c36634"	"Plasma_cell"	"sample1"
"c36635"	"Plasma_cell"	"sample1"
"c36636"	"Epithelial_cell"	"sample1"
"c36637"	"Epithelial_cell"	"sample1"
"c36638"	"Epithelial_cell"	"sample1"
"c36639"	"Plasma_cell"	"sample1"
"c36640"	"B_cell"	"sample1"
"c36641"	"Plasma_cell"	"sample1"
"c36642"	"Plasma_cell"	"sample1"
"c36643"	"Fibroblast"	"sample1"
"c36644"	"Epithelial_cell"	"sample1"
"c36645"	"Plasma_cell"	"sample1"
"c36646"	"CD8+_T_cell"	"sample1"
"c36647"	"Plasma_cell"	"sample1"
"c36648"	"Epithelial_cell"	"sample1"
"c36649"	"Plasma_cell"	"sample1"
"c36650"	"CD4+_T_cell"	"sample1"
"c36651"	"CD4+_T_cell"	"sample1"
"c36652"	"CD4+_T_cell"	"sample1"
"c36653"	"CD8+_T_cell"	"sample1"
"c36654"	"Mast_cell"	"sample1"
"c36655"	"Mast_cell"	"sample1"
"c36656"	"CD8+_T_cell"	"sample1"
"c36657"	"CD8+_T_cell"	"sample1"
"c36658"	"B_cell"	"sample1"
"c36659"	"Fibroblast"	"sample1"
"c36660"	"CD8+_T_cell"	"sample1"
"c36661"	"Epithelial_cell"	"sample1"
"c36662"	"Fibroblast"	"sample1"
"c36663"	"Epithelial_cell"	"sample1"
"c36664"	"Plasma_cell"	"sample1"
"c36665"	"Epithelial_cell"	"sample1"
"c36666"	"Endothelial_cell"	"sample1"
"c36667"	"B_cell"	"sample1"
"c36668"	"Plasma_cell"	"sample1"
"c36669"	"CD8+_T_cell"	"sample1"
"c36670"	"Plasma_cell"	"sample1"
"c36671"	"CD8+_T_cell"	"sample1"
"c36672"	"Plasma_cell"	"sample1"
"c36673"	"Mast_cell"	"sample1"
"c36674"	"Plasma_cell"	"sample1"
"c36675"	"Plasma_cell"	"sample1"
"c36676"	"CD4+_T_cell"	"sample1"
"c36677"	"CD8+_T_cell"	"sample1"
"c36678"	"CD8+_T_cell"	"sample1"
"c36679"	"B_cell"	"sample1"
"c36680"	"Fibroblast"	"sample1"
"c36681"	"CD4+_T_cell"	"sample1"
"c36682"	"Myeloid_cell"	"sample1"
"c36683"	"CD8+_T_cell"	"sample1"
"c36684"	"Epithelial_cell"	"sample1"
"c36685"	"Epithelial_cell"	"sample1"
"c36686"	"NK_cell"	"sample1"
"c36687"	"Epithelial_cell"	"sample1"
"c36688"	"Plasma_cell"	"sample1"
"c36689"	"CD4+_T_cell"	"sample1"
"c36690"	"CD4+_T_cell"	"sample1"
"c36691"	"Plasma_cell"	"sample1"
"c36692"	"Fibroblast"	"sample1"
"c36693"	"Mast_cell"	"sample1"
"c36694"	"Plasma_cell"	"sample1"
"c36695"	"Plasma_cell"	"sample1"
"c36696"	"Epithelial_cell"	"sample1"
"c36697"	"Plasma_cell"	"sample1"
"c36698"	"Epithelial_cell"	"sample1"
"c36699"	"B_cell"	"sample1"
"c36700"	"Plasma_cell"	"sample1"
"c36701"	"Plasma_cell"	"sample1"
"c36702"	"Fibroblast"	"sample1"
"c36703"	"Epithelial_cell"	"sample1"
"c36704"	"Epithelial_cell"	"sample1"
"c36705"	"Plasma_cell"	"sample1"
"c36706"	"Epithelial_cell"	"sample1"
"c36707"	"B_cell"	"sample1"
"c36708"	"Myeloid_cell"	"sample1"
"c36709"	"Epithelial_cell"	"sample1"
"c36710"	"CD4+_T_cell"	"sample1"
"c36711"	"B_cell"	"sample1"
